id,timestamp,forceX,forceY,forceZ,posX,posY,posZ
76316,1554299470548,0,0,0,340.2412976926117,-323.49562451282907,93.98536451439068
76317,1554299470637,-0.09999900000000005,-0.4999999999999999,1.0336176359260209e-13,340.2178778641408,-323.46998760425726,93.9297778226675
76318,1554299470732,0,-0.20000000000000007,4.136471980914492e-14,340.22001738904,-323.5068147607756,93.56468678969316
76319,1554299470836,0.2000000000000001,-0.1999999999999586,0.1999990000000413,340.21712676035975,-323.4570715158703,93.03733377362649
76320,1554299471036,0.099999,-0.20000000000008275,-0.39999999999995867,340.24149178858994,-323.5139521846114,92.10220969497202
76321,1554299470932,0.2000000000000001,-0.2999999999999172,0.3999990000000619,340.2271765544883,-323.4936887759021,92.58581365656632
76334,1554299471132,0,-0.19999999999991727,0.3999990000000413,340.25385761420057,-323.5617795079113,91.65581330276407
76335,1554299471236,0.09999900000000005,-0.2999999999998965,0.499999000000062,340.2416136793339,-323.5260688440038,91.11919457769451
76336,1554299471332,0.2000000000000001,-0.2000000000000413,-0.1999999999999586,340.23221339413783,-323.5227349472784,90.6109485853304
76337,1554299471436,0.2,-0.3000000000000207,-0.09999999999993796,340.26467883129754,-323.5219189898853,90.14946194350372
76338,1554299471532,0.2,-0.3000000000000207,-0.09999999999993796,340.2429166627798,-323.5019559267891,89.66187356389923
76339,1554299471637,0.3,-0.20000000000010343,-0.49999999999995853,340.2615676823946,-323.5422540884167,89.1951955275912
76340,1554299471732,0.2000000000000001,-0.19999999999993792,0.2999990000000413,340.2450473015036,-323.5348893237841,88.69455805032875
76341,1554299471836,0.09999900000000005,-0.30000000000002064,-0.09999999999993792,340.25907437695327,-323.49955892569534,88.14363534067371
76342,1554299471932,0.2,-0.20000000000008275,-0.3999999999999586,340.26872228390323,-323.55464070323654,87.7141393669765
76343,1554299472036,0.2000000000000001,-0.19999999999991727,0.3999990000000413,340.2614937562936,-323.57176590031384,87.199291504992
76344,1554299472132,0.099999,-0.29999999999995863,0.19999900000006204,340.22043839347583,-323.5534821348692,86.69160079172502
76345,1554299472236,0.09999900000000005,-0.2,4.134470543704084e-14,340.25531636462694,-323.5207743890586,86.1589817107988
76346,1554299472332,0.099999,-0.29999999999989657,0.4999990000000621,340.2529284946827,-323.57297967189976,85.73593743504392
76347,1554299472436,0.099999,-0.2999999999999173,0.399999000000062,340.2615303671967,-323.55837062893863,85.23390926374358
76348,1554299472532,0.09999900000000005,-0.1999999999999586,0.1999990000000413,340.2584911221198,-323.60688217932216,84.78561858058795
76349,1554299472637,-0.3,-0.5999999999990899,4.400000000000124,340.3559969560632,-323.7062952410108,84.45099614923643
76223,1554299461735,0,0,0,340.252020324681,-323.48816243131057,93.9761743713294
76224,1554299461742,0.1,-0.09999999999997931,0.09999900000002068,340.25252299504365,-323.494614739458,93.9838494686921
76225,1554299461847,-0.199999,-0.10000000000002068,-0.09999999999997931,340.24159379942256,-323.44771185733293,93.8227689197672
76226,1554299461943,0.2,0,0,340.22905399897115,-323.4875093654835,93.43973787980642
76227,1554299462046,0.1,-0.10000000000006204,-0.2999999999999792,340.22776493322124,-323.5164085662689,92.91759789985254
76228,1554299462143,0.1,-6.204686829429373e-14,-0.29999999999999993,340.2480467271,-323.497229254364,92.42684821651596
76229,1554299462247,0.2000000000000001,-0.0999999999999793,0.09999900000002064,340.2640781279733,-323.5201238634368,91.93404499642152
76230,1554299462343,0.10000000000000003,-0.09999999999999998,2.067235271852042e-14,340.284060672974,-323.5317092803628,91.49798187280142
76231,1554299462447,0.1,0.09999999999991728,-0.40000000000002073,340.2675010335462,-323.5127156118947,90.96586671975884
76232,1554299462543,0.1,-0.10000000000002068,-0.09999999999997931,340.23820521901223,-323.52280160814865,90.47297891082516
76233,1554299462647,0.1,2.068212055523349e-14,0.099999,340.2429683353132,-323.52105683544664,89.96199010507944
76234,1554299462742,0.10000000000000003,-4.136461138892768e-14,-0.2,340.25867792679514,-323.5103021555546,89.50175009880209
76235,1554299462847,0.2,-2.0682327378507286e-14,-0.1,340.27294520198274,-323.50441472247115,88.99321778779495
76236,1554299462943,0.10000000000000003,-4.134470543704084e-14,-0.2,340.267632571351,-323.51454604524776,88.53563593851702
76237,1554299463046,0.2,-1.0341152847231913e-13,-0.5,340.27971629157065,-323.51550399376845,87.99466717439869
76238,1554299463143,0.1,-0.10000000000002068,-0.09999999999997931,340.2917551488126,-323.5368013629291,87.5524017860937
76239,1554299463247,0,-0.09999999999999998,2.067235271852042e-14,340.28685057656764,-323.5531414690969,87.03570425238935
76240,1554299463343,0.1,-4.136461138892768e-14,-0.2,340.2563834644188,-323.54571946418173,86.57966547647214
76241,1554299463447,0.1,6.20466777343778e-14,0.299999,340.2754745492166,-323.5315090787043,86.00463802614402
76242,1554299463543,0.10000000000000007,-0.1000000000001034,-0.49999999999997913,340.2809496153148,-323.51217295111246,85.51345533086408
76243,1554299463647,0,0,0,340.2693404538279,-323.57330620402786,85.0814129804194
76244,1554299463742,0.10000000000000003,2.0682098871406892e-14,0.09999899999999998,340.2812186083126,-323.5854606894469,84.57268907551149
